Index,CVE,title,repository,date,Issue_ID
1460,CVE-2021-23438,chore(deps): update dependency mpath to 0.8.4 [security] - autoclosed,guess-js/guess,2021-09-03T00:24:41Z,https://api.github.com/repos/guess-js/guess/issues/521
1461,CVE-2021-3805,chore(deps): update dependency object-path to 0.11.8 [security] - autoclosed,guess-js/guess,2021-09-01T21:46:30Z,https://api.github.com/repos/guess-js/guess/issues/520
1461,CVE-2021-23434,chore(deps): update dependency object-path to 0.11.8 [security] - autoclosed,guess-js/guess,2021-09-01T21:46:30Z,https://api.github.com/repos/guess-js/guess/issues/520
1461,CVE-2020-15256,chore(deps): update dependency object-path to 0.11.8 [security] - autoclosed,guess-js/guess,2021-09-01T21:46:30Z,https://api.github.com/repos/guess-js/guess/issues/520
1462,CVE-2021-23343,chore(deps): update dependency path-parse to 1.0.7 [security] - autoclosed,guess-js/guess,2021-08-10T18:18:53Z,https://api.github.com/repos/guess-js/guess/issues/516
1463,CVE-2018-20834,chore(deps): update dependency tar to 4.4.18 [security] - autoclosed,guess-js/guess,2021-08-04T01:13:05Z,https://api.github.com/repos/guess-js/guess/issues/515
1463,CVE-2021-32804,chore(deps): update dependency tar to 4.4.18 [security] - autoclosed,guess-js/guess,2021-08-04T01:13:05Z,https://api.github.com/repos/guess-js/guess/issues/515
1463,CVE-2021-37701,chore(deps): update dependency tar to 4.4.18 [security] - autoclosed,guess-js/guess,2021-08-04T01:13:05Z,https://api.github.com/repos/guess-js/guess/issues/515
1463,CVE-2021-37713,chore(deps): update dependency tar to 4.4.18 [security] - autoclosed,guess-js/guess,2021-08-04T01:13:05Z,https://api.github.com/repos/guess-js/guess/issues/515
1463,CVE-2021-37712,chore(deps): update dependency tar to 4.4.18 [security] - autoclosed,guess-js/guess,2021-08-04T01:13:05Z,https://api.github.com/repos/guess-js/guess/issues/515
1463,CVE-2021-32803,chore(deps): update dependency tar to 4.4.18 [security] - autoclosed,guess-js/guess,2021-08-04T01:13:05Z,https://api.github.com/repos/guess-js/guess/issues/515
1464,CVE-2021-32640,chore(deps): update dependency ws to 7.4.6 [security] - autoclosed,guess-js/guess,2021-05-29T07:47:30Z,https://api.github.com/repos/guess-js/guess/issues/506
1465,CVE-2021-23362,chore(deps): update dependency hosted-git-info to 2.8.9 [security] - autoclosed,guess-js/guess,2021-05-07T22:58:56Z,https://api.github.com/repos/guess-js/guess/issues/502
1466,CVE-2019-2391,chore(deps): update dependency bson to 1.1.4 [security] - autoclosed,guess-js/guess,2021-05-07T16:59:24Z,https://api.github.com/repos/guess-js/guess/issues/501
1467,CVE-2020-28500,chore(deps): update dependency lodash to 4.17.21 [security] - autoclosed,guess-js/guess,2021-03-04T12:50:48Z,https://api.github.com/repos/guess-js/guess/issues/474
1467,CVE-2020-8203,chore(deps): update dependency lodash to 4.17.21 [security] - autoclosed,guess-js/guess,2021-03-04T12:50:48Z,https://api.github.com/repos/guess-js/guess/issues/474
1468,CVE-2019-10744,fix(deps): update dependency lodash.template to v4.5.0 [security],guess-js/guess,2019-07-11T01:35:24Z,https://api.github.com/repos/guess-js/guess/issues/150
1476,CVE-2024-5979,GH-16351: fix vulnerability: https://nvd.nist.gov/vuln/detail/CVE-2024-5979,h2oai/h2o-3,2024-08-01T18:10:12Z,https://api.github.com/repos/h2oai/h2o-3/issues/16352
1477,CVE-2024-25638,GH-16342 - Fix vulnerabilities in dnsjava,h2oai/h2o-3,2024-07-29T15:21:28Z,https://api.github.com/repos/h2oai/h2o-3/issues/16343
1479,CVE-2024-5986,Sent vulnerabilities fixes to scanners so that they won't show up again.,h2oai/h2o-3,2024-07-29T15:13:52Z,https://api.github.com/repos/h2oai/h2o-3/issues/16341
1479,CVE-2023-6016,Sent vulnerabilities fixes to scanners so that they won't show up again.,h2oai/h2o-3,2024-07-29T15:13:52Z,https://api.github.com/repos/h2oai/h2o-3/issues/16341
1479,CVE-2024-5979,Sent vulnerabilities fixes to scanners so that they won't show up again.,h2oai/h2o-3,2024-07-29T15:13:52Z,https://api.github.com/repos/h2oai/h2o-3/issues/16341
1479,CVE-2023-6569,Sent vulnerabilities fixes to scanners so that they won't show up again.,h2oai/h2o-3,2024-07-29T15:13:52Z,https://api.github.com/repos/h2oai/h2o-3/issues/16341
1479,CVE-2023-6038,Sent vulnerabilities fixes to scanners so that they won't show up again.,h2oai/h2o-3,2024-07-29T15:13:52Z,https://api.github.com/repos/h2oai/h2o-3/issues/16341
1482,CVE-2023-41900,Fix security vulnerabilities in `h2o-3:3.46.0.2` ,h2oai/h2o-3,2024-06-05T18:08:47Z,https://api.github.com/repos/h2oai/h2o-3/issues/16298
1482,CVE-2023-44487,Fix security vulnerabilities in `h2o-3:3.46.0.2` ,h2oai/h2o-3,2024-06-05T18:08:47Z,https://api.github.com/repos/h2oai/h2o-3/issues/16298
1482,CVE-2023-40167,Fix security vulnerabilities in `h2o-3:3.46.0.2` ,h2oai/h2o-3,2024-06-05T18:08:47Z,https://api.github.com/repos/h2oai/h2o-3/issues/16298
1482,CVE-2023-26048,Fix security vulnerabilities in `h2o-3:3.46.0.2` ,h2oai/h2o-3,2024-06-05T18:08:47Z,https://api.github.com/repos/h2oai/h2o-3/issues/16298
1483,CVE-2023-41900,Fix security vulnerabilities in `h2o-3:3.34.0.7-83`,h2oai/h2o-3,2024-06-03T09:49:02Z,https://api.github.com/repos/h2oai/h2o-3/issues/16294
1483,CVE-2023-44487,Fix security vulnerabilities in `h2o-3:3.34.0.7-83`,h2oai/h2o-3,2024-06-03T09:49:02Z,https://api.github.com/repos/h2oai/h2o-3/issues/16294
1483,CVE-2023-40167,Fix security vulnerabilities in `h2o-3:3.34.0.7-83`,h2oai/h2o-3,2024-06-03T09:49:02Z,https://api.github.com/repos/h2oai/h2o-3/issues/16294
1483,CVE-2023-26048,Fix security vulnerabilities in `h2o-3:3.34.0.7-83`,h2oai/h2o-3,2024-06-03T09:49:02Z,https://api.github.com/repos/h2oai/h2o-3/issues/16294
1509,CVE-2022-25647,Fix security issue in genmodel (CVE-2022-25647),h2oai/h2o-3,2023-05-11T15:28:48Z,https://api.github.com/repos/h2oai/h2o-3/issues/6978
1511,CVE-2022-40150,Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-03T07:51:36Z,https://api.github.com/repos/h2oai/h2o-3/issues/6831
1511,CVE-2022-45685,Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-03T07:51:36Z,https://api.github.com/repos/h2oai/h2o-3/issues/6831
1511,CVE-2023-1436,Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-03T07:51:36Z,https://api.github.com/repos/h2oai/h2o-3/issues/6831
1511,CVE-2022-45693,Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-03T07:51:36Z,https://api.github.com/repos/h2oai/h2o-3/issues/6831
1512,CVE-2022-40150,Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-02T13:44:13Z,https://api.github.com/repos/h2oai/h2o-3/issues/6827
1512,CVE-2022-45685,Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-02T13:44:13Z,https://api.github.com/repos/h2oai/h2o-3/issues/6827
1512,CVE-2023-1436,Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-02T13:44:13Z,https://api.github.com/repos/h2oai/h2o-3/issues/6827
1512,CVE-2022-45693,Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-02T13:44:13Z,https://api.github.com/repos/h2oai/h2o-3/issues/6827
1513,CVE-2022-40150,[PUBDEV-9080] Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-02T13:40:53Z,https://api.github.com/repos/h2oai/h2o-3/issues/6826
1513,CVE-2022-45685,[PUBDEV-9080] Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-02T13:40:53Z,https://api.github.com/repos/h2oai/h2o-3/issues/6826
1513,CVE-2023-1436,[PUBDEV-9080] Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-02T13:40:53Z,https://api.github.com/repos/h2oai/h2o-3/issues/6826
1513,CVE-2022-45693,[PUBDEV-9080] Upgrade org.codehaus.jettison:jettison in h2o-steam.jar to get rid of vulnerabilities,h2oai/h2o-3,2023-05-02T13:40:53Z,https://api.github.com/repos/h2oai/h2o-3/issues/6826
1514,CVE-2020-36518,There are several items in the h2o jar that need to be updated for security reasons,h2oai/h2o-3,2023-02-21T22:20:48Z,https://api.github.com/repos/h2oai/h2o-3/issues/6595
1514,CVE-2021-37404,There are several items in the h2o jar that need to be updated for security reasons,h2oai/h2o-3,2023-02-21T22:20:48Z,https://api.github.com/repos/h2oai/h2o-3/issues/6595
1514,CVE-2021-22573,There are several items in the h2o jar that need to be updated for security reasons,h2oai/h2o-3,2023-02-21T22:20:48Z,https://api.github.com/repos/h2oai/h2o-3/issues/6595
1514,CVE-2021-35515,There are several items in the h2o jar that need to be updated for security reasons,h2oai/h2o-3,2023-02-21T22:20:48Z,https://api.github.com/repos/h2oai/h2o-3/issues/6595
1514,CVE-2018-12545,There are several items in the h2o jar that need to be updated for security reasons,h2oai/h2o-3,2023-02-21T22:20:48Z,https://api.github.com/repos/h2oai/h2o-3/issues/6595
1514,CVE-2017-12197,There are several items in the h2o jar that need to be updated for security reasons,h2oai/h2o-3,2023-02-21T22:20:48Z,https://api.github.com/repos/h2oai/h2o-3/issues/6595
1514,CVE-2016-2402,There are several items in the h2o jar that need to be updated for security reasons,h2oai/h2o-3,2023-02-21T22:20:48Z,https://api.github.com/repos/h2oai/h2o-3/issues/6595
1514,CVE-2018-10237,There are several items in the h2o jar that need to be updated for security reasons,h2oai/h2o-3,2023-02-21T22:20:48Z,https://api.github.com/repos/h2oai/h2o-3/issues/6595
1514,CVE-2022-21230,There are several items in the h2o jar that need to be updated for security reasons,h2oai/h2o-3,2023-02-21T22:20:48Z,https://api.github.com/repos/h2oai/h2o-3/issues/6595
1515,CVE-2022-42889,"Fix CVE-2022-2048, CVE-2022-42889 security vulnerabilities",h2oai/h2o-3,2022-11-11T13:06:13Z,https://api.github.com/repos/h2oai/h2o-3/issues/6420
1515,CVE-2022-2048,"Fix CVE-2022-2048, CVE-2022-42889 security vulnerabilities",h2oai/h2o-3,2022-11-11T13:06:13Z,https://api.github.com/repos/h2oai/h2o-3/issues/6420
1526,CVE-2021-22573,PUBDEV-8788: Address high vulnerabilities in Steam assembly,h2oai/h2o-3,2022-07-28T16:52:23Z,https://api.github.com/repos/h2oai/h2o-3/issues/6263
1526,CVE-2019-10172,PUBDEV-8788: Address high vulnerabilities in Steam assembly,h2oai/h2o-3,2022-07-28T16:52:23Z,https://api.github.com/repos/h2oai/h2o-3/issues/6263
1527,CVE-2022-25647,PUBDEV-8735: Fix security issue in genmodel (CVE-2022-25647),h2oai/h2o-3,2022-06-16T14:23:08Z,https://api.github.com/repos/h2oai/h2o-3/issues/6220
1528,CVE-2021-4104,updated log4j library to reload4j in order to address vulnerabilities,h2oai/h2o-3,2022-04-15T07:11:42Z,https://api.github.com/repos/h2oai/h2o-3/issues/6165
1528,CVE-2019-17571,updated log4j library to reload4j in order to address vulnerabilities,h2oai/h2o-3,2022-04-15T07:11:42Z,https://api.github.com/repos/h2oai/h2o-3/issues/6165
1528,CVE-2022-23305,updated log4j library to reload4j in order to address vulnerabilities,h2oai/h2o-3,2022-04-15T07:11:42Z,https://api.github.com/repos/h2oai/h2o-3/issues/6165
1528,CVE-2022-23302,updated log4j library to reload4j in order to address vulnerabilities,h2oai/h2o-3,2022-04-15T07:11:42Z,https://api.github.com/repos/h2oai/h2o-3/issues/6165
1553,CVE-2024-21520,chore(deps): update dependency djangorestframework to v3.15.2 [security],LibrePhotos/librephotos,2024-06-26T19:30:56Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/1301
1554,CVE-2024-5206,chore(deps): update dependency scikit-learn to v1 [security],LibrePhotos/librephotos,2024-06-18T01:40:11Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/1298
1555,CVE-2021-3803,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2022-37601,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2015-0903,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2022-24735,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2022-43945,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2021-27478,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2022-45199,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2021-32626,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2022-2900,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2022-2216,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2021-27500,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2022-45198,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2022-37599,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2022-0722,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
1555,CVE-2009-4591,Sort out the High CVE vulnerabilities?,LibrePhotos/librephotos,2022-11-21T17:24:46Z,https://api.github.com/repos/LibrePhotos/librephotos/issues/681
